# Results from heasarc_batse4b: CGRO/BATSE 4B Catalog
# Coordinate system:  Equatorial
#%|trigger_num|name      |ra     |dec   |lii   |bii   |day_trigger|time                 |seconds_trigger|error_radius|earth_angle|overwrite|overwritten|max_cts_64|threshold_64|flux_64 |flux_64_error|flux_64_time|max_cts_256|threshold_256|flux_256|flux_256_error|flux_256_time|max_cts_1024|threshold_1024|flux_1024|flux_1024_error|flux_1024_time|t50     |t50_error|t50_start|t90     |t90_error|t90_start|fluence_1 |fluence_1_error|fluence_2 |fluence_2_error|fluence_3 |fluence_3_error|fluence_4 |fluence_4_error|comments_quality                                                      |comments_otherobs                                                     |comments_general                                                      |comments_position                    |comments_duration                                                     |
|      01122|4B 911127 |17 56.6|+49 44| 77.06| 28.97|       8587|1991-11-27 04:22:08.2|      15728.240|        0.38|     110.18|N        |N          |    11.311|          60| 13.7870|       0.5510|     10.6880|     18.782|          121| 11.6020|        0.2550|      10.7520|      24.273|           242|   8.1960|         0.1100|       10.0480|   6.080|    0.181|    6.976|  18.752|    0.979|    2.432|2.6293e-06|     2.7476e-08|3.4139e-06|     2.3501e-08|1.0883e-05|     6.4875e-08|8.1309e-06|     3.2286e-07|                                                                      |ULYSSES, DMS, YOHKOH                                                  |OCCULTATION STEP AT T+100 S                                           |                                     |                                                                      |
|      01743|4B 920804B|11 21.8|+49 50|154.02| 61.54|       8838|1992-08-04 22:59:15.2|      82755.203|        3.84|     137.30|N        |N          |          |            |        |             |            |           |             |        |              |             |            |              |         |               |              |   9.152|    0.286|    1.344|  21.824|    1.404|   -1.024|          |               |          |               |          |               |          |               |LIMITED DATATYPES AVAILABLE; NO PREBURST DATA.                        |                                                                      |                                                                      |                                     |DISCLA DATA SUBSTITUTED FOR PREB.; LIMITED PREBURST BACKGROUND DUE TO |
|      02147|4B 930126 |23 57.0|+50 16|114.10|-11.68|       9013|1993-01-26 11:22:41.7|      40961.672|        3.71|     132.06|N        |N          |          |            |        |             |            |           |             |        |              |             |            |              |         |               |              |        |         |         |        |         |         |          |               |          |               |          |               |          |               |VERY LIMITED DATATYPES AVAILABLE.                                     |                                                                      |                                                                      |                                     |VISUAL DURATION ESTIMATE OF &gt; 4 S, USING DISCLB DATA.                 |
|      03926|4B 951128 |16 42.6|+50 19| 77.36| 40.84|      10049|1995-11-28 10:26:40.9|      37600.945|        4.87|     139.47|N        |N          |     0.930|          71|  1.2090|       0.2250|      6.2080|      1.169|          143|  0.8650|        0.1090|      -0.8320|       1.801|           286|   0.6210|         0.0530|       -0.4480|   7.104|    0.181|   -0.832|   9.952|    1.073|   -3.072|7.1028e-09|     8.8404e-09|1.0601e-07|     1.2894e-08|5.3065e-07|     4.4149e-08|2.1605e-06|     3.8431e-07|                                                                      |                                                                      |                                                                      |                                     |                                                                      |
|      02061|4B 921118 |23 21.8|+50 19|108.62|-10.05|       8944|1992-11-18 22:11:44.4|      79904.391|        1.07|     122.06|N        |N          |     1.982|          66|  2.4490|       0.3190|     27.0080|      3.526|          132|  2.1930|        0.1540|      28.4160|       5.348|           264|   2.0080|         0.0760|       27.0080|  73.152|    0.231|   21.248| 174.656|    2.127|  -14.336|1.8715e-06|     3.7090e-08|4.1950e-06|     4.7302e-08|2.0954e-05|     1.3332e-07|3.0880e-05|     1.3914e-06|                                                                      |ULYSSES RATE INCREASE,EURECA-WATCH                                    |BACKGROUND SOURCE;OCCULTATION STEP AT T+500 S.                        |                                     |                                                                      |
|      03480|4B 950325B|03 31.2|+50 30|147.12| -4.71|       9801|1995-03-25 07:10:44.4|      25844.402|        0.58|     125.19|Y        |N          |          |            | 21.6080|       0.5120|      0.2560|           |             | 19.5940|        0.2470|       0.3200|            |              |  12.6600|         0.1010|        1.0240|   3.648|    0.143|    0.384|   9.150|    0.257|    0.090|6.2419e-07|     1.3592e-08|1.0668e-06|     1.4495e-08|4.9254e-06|     4.0652e-08|9.8706e-06|     3.3995e-07|                                                                      |                                                                      |                                                                      |                                     |DATA GAP FROM T+30 TO T+89 S.                                         |
|      01447|4B 920227B|13 29.1|+50 34|108.41| 65.49|       8679|1992-02-27 20:50:00.4|      75000.430|        1.17|     142.85|N        |N          |     1.743|          66|  1.7540|       0.3180|      2.1120|      3.257|          132|  1.7430|        0.1580|       2.2400|       5.383|           264|   1.7840|         0.0790|        2.6880|  11.136|    0.320|    2.816|  22.720|    0.590|    0.768|4.4696e-07|     1.8727e-08|9.4803e-07|     2.4585e-08|3.2063e-06|     5.2814e-08|4.0400e-06|     4.7265e-07|                                                                      |                                                                      |OCCULTATION STEP AT T-60 S                                            |                                     |                                                                      |
|      02873|4B 940310 |04 58.4|+50 35|157.07|  4.86|       9421|1994-03-10 22:00:57.3|      79257.313|       17.87|     109.08|N        |N          |     1.576|          71|  1.3380|       0.2290|      0.0640|   -999.000|          143|  0.6380|        0.1010|       0.1920|       0.787|           264|   0.1480|         0.0450|        0.9600|   0.044|    0.011|   -0.015|   0.084|    0.516|   -0.039|3.5508e-10|     1.6811e-09|7.1644e-09|     1.4185e-09|3.2766e-08|     4.4197e-09|2.1607e-09|     8.2588e-08|                                                                      |                                                                      |                                                                      |                                     |                                                                      |
|      02986|4B 940521C|19 43.0|+50 37| 83.51| 13.08|       9493|1994-05-21 15:45:44.6|      56744.602|        6.18|      71.31|N        |N          |          |            |  0.6900|       0.2180|      0.1280|           |             |  0.6310|        0.1060|       0.2560|            |              |   0.5080|         0.0520|        1.0240|   1.552|    0.101|    0.045|   4.032|    0.528|   -0.960|6.4752e-08|     1.8525e-08|1.3522e-07|     1.9228e-08|2.9057e-07|     5.3514e-08|1.8670e-07|     5.8770e-07|DATA GAP DURING BURST ACCUMULATION INTERVAL.                          |                                                                      |OCCULTATION STEP (DECAY) AT ~T-100S IN LAD 0 &amp; 4.                     |                                     |DATA GAP FROM T+76 TO T+88 S.                                         |
|      01439|4B 920226B|06 40.2|+50 38|164.99| 18.96|       8678|1992-02-26 07:54:09.4|      28449.391|        6.82|     102.36|N        |Y          |  -999.000|          77|  0.5590|       0.2960|     -0.8960|   -999.000|          154|  0.5340|        0.1440|      -0.4480|       1.295|           308|   0.4050|         0.0710|       -0.0640|   2.176|    0.842|   -0.640|   8.320|    1.988|   -1.024|1.1714e-07|     1.5210e-08|1.1241e-07|     1.3685e-08|1.1453e-07|     4.0526e-08|7.1739e-07|     6.1021e-07|                                                                      |                                                                      |OCCULTATION STEP AT T+50 S                                            |                                     |                                                                      |
|      03112|4B 940807 |05 26.7|+50 39|159.65|  8.55|       9571|1994-08-07 18:31:05.9|      66665.906|        1.94|      83.87|N        |N          |          |            |        |             |            |           |             |        |              |             |            |              |         |               |              |        |         |         |        |         |         |          |               |          |               |          |               |          |               |DATA GAP DURING BURST ACCUMULATION INTERVAL.                          |                                                                      |                                                                      |                                     |VISUAL DURATION ESTIMATE OF &gt; 12 S, USING TTS, MER, DISCLB DATA.      |
|      01742|4B 920804C|19 05.6|+50 41| 81.10| 18.54|       8838|1992-08-04 19:53:21.8|      71601.789|        1.79|     107.28|N        |N          |  -999.000|        -999|  0.9500|       0.2310|     33.4720|      1.301|          132|  0.7870|        0.1130|      33.2160|       2.159|           264|   0.7330|         0.0560|       33.9840|  10.624|    1.086|   27.264|  52.160|   11.394|   -0.832|4.9465e-07|     1.9631e-08|5.1777e-07|     2.1556e-08|1.0413e-06|     5.3650e-08|9.3666e-07|     6.0055e-07|DATA GAP ENDS AT T-20 S.                                              |                                                                      |SOLAR FLARE AT T+200 S.                                               |                                     |LIMITED PREBURST BACKGROUND DUE TO DATA GAP AT T-20 S.                |
|      03095|4B 940725 |03 40.4|+50 42|148.19| -3.70|       9558|1994-07-25 18:11:36.7|      65496.750|       16.05|     156.21|N        |N          |          |            |        |             |            |           |             |        |              |             |            |              |         |               |              |        |         |         |        |         |         |          |               |          |               |          |               |          |               |DATA GAP DURING BURST ACCUMULATION INTERVAL.                          |                                                                      |                                                                      |                                     |VISUAL DURATION ESTIMATE OF &gt; 12 S, USING DISCLB.                     |
|      03840|4B 951001 |14 16.2|+50 44| 94.35| 61.44|       9991|1995-10-01 22:14:05.2|      80045.234|        8.92|      87.56|N        |N          |     0.667|          99|  1.0420|       0.1890|     -0.0640|      1.061|          198|  0.5950|        0.0910|       0.0000|       1.111|           396|   0.3080|         0.0440|        0.5760|   1.609|    0.091|   -1.280|   4.169|    1.108|   -2.544|1.6743e-08|     7.9451e-09|2.4936e-08|     5.7467e-09|5.0509e-08|     1.4091e-08|1.7231e-10|     7.7006e-08|                                                                      |                                                                      |                                                                      |                                     |                                                                      |
|      05581|4B 960819 |05 48.4|+50 46|161.34| 11.55|      10314|1996-08-19 20:36:22.3|      74182.344|        4.57|     109.50|N        |N          |     0.483|          58|  0.7840|       0.1980|     -0.1920|      0.593|          117|  0.5740|        0.0970|      -0.1920|       1.047|           234|   0.4990|         0.0490|        0.0640|   8.256|    1.032|   -1.024|  28.768|    6.678|   -2.832|2.5184e-07|     1.7611e-08|2.1681e-07|     1.5550e-08|4.4186e-07|     4.5531e-08|0.0000e+00|     4.1385e-07|                                                                      |                                                                      |                                                                      |                                     |                                                                      |
|      05497|4B 960615 |07 23.7|+51 08|166.52| 25.68|      10249|  1996-06-15 02:06:28|       7588.042|        4.50|      92.96|N        |N          |     0.593|          71|  0.8500|       0.1730|     -0.1280|      1.030|          132|  0.6780|        0.0840|       0.0000|       1.201|           264|   0.4680|         0.0400|        0.5120|  36.576|    1.361|  -29.184| 118.304|   13.082|  -75.264|1.1984e-06|     6.3043e-08|7.6998e-07|     3.9663e-08|1.1084e-06|     1.0479e-07|1.3090e-07|     8.2951e-07|                                                                      |                                                                      |                                                                      |                                     |INCLUDES SIGNIFICANT PRE-TRIGGER EMISSION.                            |
|      02939|4B 940419B|07 01.4|+51 26|165.28| 22.36|       9461|1994-04-19 14:39:29.4|      52769.430|        0.68|     107.06|N        |N          |          |            |        |             |            |           |             |        |              |             |            |              |         |               |              |  18.560|    0.264|    6.656|  47.168|    0.834|    1.472|          |               |          |               |          |               |          |               |DATA GAP DURING BURST ACCUMULATION INTERVAL. VERY LIMITED DATA AVAILAB|ULYSSES RATE INCREASE                                                 |OCCULTATION STEP (RISE) AT ~T-650S IN LAD 0 &amp; 3 (BG SOURCE).          |                                     |DISCLA SUBSTITUTED FOR PREB.                                          |
|      02918|4B 940410B|15 25.8|+51 27| 83.58| 52.20|       9452|1994-04-10 14:41:46.7|      52906.648|        7.67|      88.83|N        |Y          |          |            |  3.4370|       0.3380|      0.1280|           |             |  2.1640|        0.1500|       0.1920|            |              |   0.6800|         0.0620|        0.5120|   0.256|    0.091|   -0.064|   0.448|    0.091|   -0.064|7.1134e-09|     3.3091e-09|2.2578e-08|     3.5195e-09|1.4978e-07|     9.8997e-09|4.3219e-07|     1.0459e-07|DATA GAP DURING BURST ACCUMULATION INTERVAL.                          |                                                                      |OCCULTATION STEP (DECAY) AT ~T-270S IN LAD 6 &amp; 7.                     |                                     |HIGH TIME RESOLUTION DATA NOT AVAILABLE.                              |
|      02198|4B 930218 |07 53.1|+51 37|166.81| 30.29|       9036|1993-02-18 00:06:04.4|        364.420|        6.93|      89.81|N        |N          |          |            |        |             |            |           |             |        |              |             |            |              |         |               |              |        |         |         |        |         |         |          |               |          |               |          |               |          |               |EXTENSIVE DATA GAPS DURING BURST.                                     |                                                                      |                                                                      |                                     |VISUAL DURATION ESTIMATE OF &gt; 0.128 S, USING TTE DATA.                |
|      03918|4B 951124 |04 53.3|+51 41|155.72|  4.91|      10045|1995-11-24 05:54:18.9|      21258.930|        1.15|      92.25|N        |N          |          |            |  2.2770|       0.2440|     17.2160|           |             |  1.9970|        0.1180|      17.2800|            |              |   1.7890|         0.0570|       17.9840|  20.864|    0.716|   12.160| 110.464|    2.057|    0.192|1.4709e-06|     4.2396e-08|1.9139e-06|     4.1488e-08|6.6789e-06|     1.1766e-07|1.1452e-05|     1.3785e-06|                                                                      |                                                                      |                                                                      |                                     |DATA GAP FROM T+230 TO T+251 S.                                       |
