# Results from heasarc_batse4b: CGRO/BATSE 4B Catalog
# Coordinate system:  Equatorial
#%|trigger_num|name      |ra     |dec   |lii   |bii   |day_trigger|time                 |seconds_trigger|error_radius|earth_angle|overwrite|overwritten|max_cts_64|threshold_64|flux_64 |flux_64_error|flux_64_time|max_cts_256|threshold_256|flux_256|flux_256_error|flux_256_time|max_cts_1024|threshold_1024|flux_1024|flux_1024_error|flux_1024_time|t50     |t50_error|t50_start|t90     |t90_error|t90_start|fluence_1 |fluence_1_error|fluence_2 |fluence_2_error|fluence_3 |fluence_3_error|fluence_4 |fluence_4_error|comments_quality                                                      |comments_otherobs                                                     |comments_general                                                      |comments_position                    |comments_duration                                                     |
|      02069|4B 921127 |08 36.1|-63 09|278.32|-13.27|       8953|  1992-11-27 00:08:07|        487.040|        8.57|     117.68|N        |N          |     0.605|          71|  0.5610|       0.2250|      1.0880|      0.839|          143|  0.4810|        0.1110|      -0.0640|       1.308|           286|   0.3460|         0.0540|        0.7040|  30.528|    2.462|    3.200|  48.384|    2.189|   -0.320|5.3296e-08|     1.3346e-08|6.0510e-08|     1.3229e-08|2.7407e-07|     3.6640e-08|0.0000e+00|     5.8728e-07|                                                                      |                                                                      |BACKGROUND SOURCE (VELA X-1) IN TRIGGERED DETECTOR 3.                 |                                     |                                                                      |
|      03516|4B 950421 |04 48.0|-63 04|273.44|-37.83|       9828|1995-04-21 12:29:49.6|      44989.555|        0.79|     119.38|N        |N          |     3.808|          90|  7.8350|       0.3660|      6.2080|      4.739|          180|  5.2750|        0.1600|       6.2720|       6.908|           288|   3.4290|         0.0710|        1.2800|   6.528|    0.091|    1.152|  19.200|    1.218|    0.000|5.6107e-07|     1.5089e-08|6.6157e-07|     1.5336e-08|2.6282e-06|     4.7185e-08|4.8172e-06|     5.6236e-07|                                                                      |                                                                      |                                                                      |                                     |                                                                      |
|      03296|4B 941126D|00 55.2|-63 03|302.20|-54.07|       9682|1994-11-26 00:20:45.4|       1245.361|        4.61|      87.09|N        |N          |          |            |  1.5990|       0.1990|      0.0000|           |             |  0.6880|        0.0850|       0.0000|            |              |   0.1650|         0.0380|        0.0000|        |         |         |        |         |         |1.9017e-08|     5.1060e-09|1.4116e-08|     4.0629e-09|4.4231e-08|     1.1128e-08|5.7545e-07|     2.7741e-07|                                                                      |                                                                      |                                                                      |                                     |DATA GAP FROM T+27 TO T+72 S.; VISUAL DURATION ESTIMATE OF &gt; 18 S, BAS|
|      03166|4B 940911 |02 22.1|-63 02|286.75|-51.16|       9606|1994-09-11 16:27:40.3|      59260.340|        4.87|      70.44|N        |N          |     0.818|          71|  0.8610|       0.2490|      1.0880|      1.131|          143|  0.6380|        0.1190|       0.0640|       1.308|           286|   0.5340|         0.0590|        0.7680|   2.112|    0.231|    0.128|   5.504|    0.730|   -0.576|2.1952e-07|     1.8317e-08|2.8087e-07|     2.1950e-08|4.3181e-07|     5.8438e-08|0.0000e+00|     6.5274e-07|                                                                      |                                                                      |                                                                      |                                     |                                                                      |
|      02985|4B 940521B|08 36.8|-63 01|278.24|-13.13|       9493|1994-05-21 11:45:18.5|      42318.488|        4.12|      81.58|N        |N          |          |            |  1.1410|       0.2430|     15.9360|           |             |  0.8750|        0.1160|      15.9360|            |              |   0.6410|         0.0560|       16.5120|  13.696|    0.362|    2.304|  31.104|    3.605|   -1.088|2.4566e-07|     2.3228e-08|4.3236e-07|     2.3672e-08|1.0180e-06|     6.2567e-08|0.0000e+00|     6.4208e-07|DATA GAP DURING BURST ACCUMULATION INTERVAL.                          |                                                                      |OCCULTATION STEP (DECAY) AT ~T-150S IN LAD 3.                         |                                     |OCCULTATION STEP AT T+100 S. LIMITS POST-BURST BACKGROUND DATA.       |
|      03347|4B 950105 |01 33.2|-62 52|294.92|-53.61|       9722|1995-01-05 05:28:53.2|      19733.170|        2.05|      81.56|N        |N          |          |            |  1.0070|       0.1930|     -1.0240|           |             |  0.7270|        0.0930|       8.0000|            |              |   0.5570|         0.0450|        0.8960|  19.808|    1.094|   -3.072|  61.216|    6.292|  -15.360|8.2568e-07|     4.9425e-08|7.0671e-07|     3.4931e-08|2.0671e-06|     9.6915e-08|2.2031e-06|     1.0861e-06|                                                                      |                                                                      |                                                                      |                                     |                                                                      |
|      03102|4B 940730 |23 12.6|-62 52|320.49|-50.77|       9563|1994-07-30 18:17:23.9|      65843.891|        1.66|      76.23|N        |N          |     1.280|          66|  1.1200|       0.2300|     15.0400|      2.209|          132|  0.9550|        0.1130|      15.0400|       3.773|           264|   0.8800|         0.0560|       15.6160|  14.976|    0.286|    7.616|  37.056|    1.190|   -1.600|6.9540e-07|     2.9710e-08|1.2224e-06|     3.6335e-08|4.6470e-06|     1.0434e-07|2.7468e-06|     1.2098e-06|                                                                      |                                                                      |OCCULTATION STEP (RISE) AT ~T+330S IN LAD 6.                          |                                     |                                                                      |
|      00226|4B 910525 |14 24.1|-62 49|313.29| -1.83|       8401|  1991-05-25 19:26:28|      69987.953|        0.95|      72.06|N        |N          |     1.849|          60|  1.3070|       0.2380|     47.2320|      3.323|          121|  1.2980|        0.1180|      30.4000|       4.588|           308|   1.0900|         0.0580|       47.2320|  61.440|    0.320|   28.288| 221.184|    0.466|    4.608|2.1662e-06|     4.2974e-08|3.2057e-06|     3.4072e-08|9.4294e-06|     8.3599e-08|2.4648e-05|     1.3041e-06|BURST ENDS PRIOR TO SAA ENTRY;POSTBACKGROUND LEVEL NOT WELL DEFINED   |                                                                      |SOLAR FLARE STARTS AT THE END OF THE BURST                            |                                     |SOLAR FLARE AT THE END OF THE BURST;VALUES FOR T90/T50 QUESTIONABLE   |
|      02252|4B 930316 |00 51.3|-62 40|302.97|-54.46|       9062|1993-03-16 22:44:37.6|      81877.633|        3.02|      79.03|N        |N          |     0.988|          66|  0.8080|       0.2010|      3.5840|      1.475|          132|  0.6410|        0.0970|       3.7120|       2.665|           264|   0.5270|         0.0470|        4.0960|  12.672|    0.405|    4.224|  35.328|    6.725|    0.192|3.6365e-07|     2.2174e-08|4.7352e-07|     2.0653e-08|1.4918e-06|     5.5672e-08|0.0000e+00|     3.8013e-07|                                                                      |                                                                      |OCCULTATION STEP (RISE) AT ~T+100S IN LAD 1 AND 3.                    |                                     |NON-BURST EMISSION AT T+120 S.                                        |
|      02798|4B 940206 |10 04.5|-62 37|285.02| -5.71|       9389|1994-02-06 00:08:37.8|        517.790|        0.13|      90.20|N        |N          |    20.817|          66| 24.1920|       0.7300|     13.1200|     40.870|          132| 23.7480|        0.3630|      13.1840|      69.958|           264|  22.3720|         0.1760|       13.8880|   9.024|    0.091|   13.056|  49.152|    1.223|    8.576|4.0022e-06|     2.1504e-08|1.3225e-05|     5.7756e-08|6.5986e-05|     1.8293e-07|1.4808e-04|     1.9213e-06|                                                                      |ULYSSES,GRANAT-[SIGMA,PHEBUS]                                         |                                                                      |                                     |                                                                      |
|      01647|4B 920613B|23 30.2|-62 36|318.00|-52.09|       8786|1992-06-13 20:27:18.5|      73638.508|        3.08|     120.86|N        |N          |          |            |        |             |            |           |             |        |              |             |            |              |         |               |              |        |         |         |        |         |         |          |               |          |               |          |               |          |               |LIMITED DATATYPES AVAILABLE.                                          |                                                                      |                                                                      |LOCATION DERIVED USING ONLY MAX RATES|VISUAL DURATION ESTIMATE OF &gt; 40 S.                                   |
|      03044|4B 940624B|18 49.8|-62 23|333.33|-23.65|       9527|1994-06-24 14:33:14.5|      52394.520|        5.38|      86.92|N        |N          |     1.211|          71|  2.5620|       0.3160|      2.6880|      1.133|          143|  2.4060|        0.1560|       2.7520|       1.780|           286|   2.2040|         0.0770|        3.2000|        |         |         |        |         |         |5.0096e-07|     2.0254e-08|4.6104e-07|     2.2727e-08|1.1270e-06|     6.4267e-08|3.2355e-05|     2.0006e-06|                                                                      |                                                                      |                                                                      |                                     |VISUAL DURATION ESTIMATE OF ~ 2 S, USING DISCLB, DISCSC, PREB,; AND DI|
|      01465|4B 920305C|16 30.7|-62 08|325.71| -9.40|       8686|1992-03-05 09:47:55.4|      35275.371|        7.87|      81.81|N        |Y          |  -999.000|          66|  0.5340|       0.2350|     -0.6400|      0.705|          132|  0.3340|        0.1110|       0.0000|       1.004|           264|   0.2680|         0.0550|        0.3200|        |         |         |        |         |         |5.1814e-08|     1.3252e-08|8.5778e-08|     1.2200e-08|2.9903e-07|     3.5487e-08|5.9218e-07|     2.6230e-07|DATA GAP STARTS AT T+140 S                                            |                                                                      |                                                                      |                                     |DURATION DETERMINED VISUALLY AS ~ 10 S                                |
|      05212|4B 960312 |15 49.5|-61 58|322.28| -5.99|      10154|1996-03-12 12:47:15.1|      46035.082|        4.52|      91.07|N        |N          |          |            |  2.4010|       0.2540|      0.0000|           |             |  1.5460|        0.1190|       0.1920|            |              |   0.6300|         0.0530|        0.6400|   0.256|    0.023|    0.019|   0.384|    0.097|   -0.013|5.1889e-09|     2.9105e-09|2.1877e-08|     3.8772e-09|1.3925e-07|     1.3140e-08|5.6832e-07|     1.6254e-07|                                                                      |                                                                      |                                                                      |                                     |                                                                      |
|      02206|4B 930220 |13 56.5|-61 45|310.55|  0.15|       9038|1993-02-20 01:34:58.8|       5698.820|       10.71|      90.95|N        |N          |     1.651|          66|  1.9090|       0.2970|      0.0000|   -999.000|          132|  1.3920|        0.1380|       0.1920|       1.212|           264|   0.5220|         0.0600|        0.5760|   0.203|    0.035|   -0.023|   0.602|    0.114|   -0.139|7.0019e-09|     2.8230e-09|1.3665e-08|     3.2597e-09|1.2106e-07|     9.8067e-09|1.7381e-07|     1.1686e-07|                                                                      |                                                                      |                                                                      |                                     |                                                                      |
|      03499|4B 950409 |03 09.3|-61 43|279.06|-48.52|       9816|1995-04-09 06:32:39.6|      23559.602|        3.14|      82.21|N        |N          |          |            |        |             |            |           |             |        |              |             |            |              |         |               |              |        |         |         |        |         |         |          |               |          |               |          |               |          |               |                                                                      |                                                                      |                                                                      |                                     |VISUAL DURATION ESTIMATE OF &gt; 11 S, BASED ON DISCLB DATA.             |
|      04216|4B 960102 |04 47.8|-61 39|271.70|-38.20|      10084|1996-01-02 20:20:54.6|      73254.602|        2.79|      87.31|N        |N          |          |            |  1.6420|       0.2150|      7.8720|           |             |  1.5130|        0.1050|       8.0640|            |              |   1.1980|         0.0500|        8.7680|  10.496|    0.792|    6.336|  25.472|    2.312|   -0.960|6.5818e-07|     2.2957e-08|5.0053e-07|     2.0389e-08|1.2691e-06|     5.5824e-08|3.2118e-06|     8.1045e-07|                                                                      |                                                                      |                                                                      |                                     |                                                                      |
|      03298|4B 941126 |17 39.0|-61 18|331.20|-15.49|       9682|1994-11-26 12:22:01.1|      44521.137|        0.23|      86.97|N        |N          |          |            |        |             |            |           |             |        |              |             |            |              |         |               |              |        |         |         |        |         |         |          |               |          |               |          |               |          |               |                                                                      |ULYSSES                                                               |                                                                      |                                     |HIGH TIME RESOLUTION DATA NOT AVAILABLE.; VISUAL DURATION ESTIMATE OF |
|      03766|4B 950819 |22 37.9|-61 15|326.84|-49.22|       9948|1995-08-19 23:35:34.3|      84934.320|        1.31|      83.86|N        |N          |     0.568|         180|  1.1980|       0.2010|    120.3200|      1.725|          216|  1.0910|        0.0990|     121.0240|       2.146|           432|   1.0360|         0.0490|      121.0240| 118.016|    0.264|    3.008| 134.496|    6.325|   -8.192|4.2055e-07|     4.0163e-08|5.4588e-07|     3.8139e-08|1.6445e-06|     9.6375e-08|1.6650e-06|     9.8318e-07|                                                                      |                                                                      |                                                                      |                                     |                                                                      |
|      02693|4B 931215B|23 02.9|-61 07|323.62|-51.43|       9336|1993-12-15 06:12:18.2|      22338.199|        8.97|     130.87|N        |N          |  -999.000|          71|  1.2050|       0.2660|     -0.0640|      1.175|          143|  0.7360|        0.1230|       0.0000|       0.950|           286|   0.2980|         0.0570|        0.3840|   0.164|    0.091|   -0.256|   0.188|    0.122|   -0.256|8.1775e-09|     1.6626e-09|5.6075e-09|     1.6874e-09|4.3321e-08|     5.2762e-09|3.6363e-08|     1.4114e-07|                                                                      |ULYSSES RATE INCREASE                                                 |                                                                      |                                     |                                                                      |
|      03104|4B 940803 |07 27.5|-60 53|272.33|-19.30|       9567|1994-08-03 01:23:14.6|       4994.550|        4.12|      89.07|N        |N          |          |            |        |             |            |           |             |        |              |             |            |              |         |               |              |        |         |         |        |         |         |          |               |          |               |          |               |          |               |DATA GAP DURING BURST ACCUMULATION INTERVAL.                          |                                                                      |                                                                      |                                     |VISUAL DURATION ESTIMATE OF &gt; 0.03 S, USING TTE DATA.                 |
|      01481|4B 920314B|00 00.0|-60 29|314.10|-55.52|       8695|1992-03-14 09:41:51.9|      34911.852|        6.48|     129.98|N        |N          |  -999.000|        -999|  1.0660|       0.2620|     -0.1280|      1.109|          165|  0.8380|        0.1280|       0.0000|    -999.000|          -999|   0.5090|         0.0610|        0.3840|   0.384|    0.091|   -0.256|   1.408|    0.326|   -0.512|6.1755e-08|     1.2571e-08|3.8342e-08|     1.0721e-08|8.4193e-08|     2.7028e-08|0.0000e+00|     5.3636e-07|GRO EMERGING FROM SAA AT T-20 S. NOISY BACKGROUND.                    |                                                                      |                                                                      |                                     |                                                                      |
|      04776|4B 960207 |01 56.4|-60 16|288.90|-55.06|      10120|1996-02-07 16:11:42.7|      58302.664|        2.87|     118.03|Y        |N          |          |            |  5.5400|       0.2880|      0.0640|           |             |  4.5930|        0.1370|       0.1920|            |              |   1.4350|         0.0500|        0.5760|   0.192|    0.091|    0.000|   0.448|    0.091|   -0.064|2.8809e-08|     3.0176e-09|4.8194e-08|     3.5196e-09|3.0391e-07|     1.1851e-08|1.3830e-06|     1.7582e-07|                                                                      |                                                                      |                                                                      |                                     |HIGH TIME RESOLUTION DATA NOT AVAILABLE.                              |
|      00297|4B 910608 |14 10.2|-60 08|312.59|  1.24|       8415|1991-06-08 23:14:00.7|      83640.680|        9.98|     104.80|Y        |N          |     4.610|          66|  2.9790|       0.3160|      0.2560|   -999.000|         -999|  2.1900|        0.1420|       0.2560|    -999.000|          -999|   0.8000|         0.0550|        0.3200|   0.320|    0.091|   -0.064|   0.960|    0.091|   -0.704|1.4867e-08|     3.9478e-09|3.3207e-08|     3.0735e-09|1.5530e-07|     7.8882e-09|8.6784e-07|     1.0177e-07|DATA GAPS IN BURST DATA                                               |                                                                      |                                                                      |                                     |                                                                      |
|      05514|4B 960623C|10 54.8|-59 44|288.71| -0.12|      10257|1996-06-23 09:11:43.3|      33103.305|        5.98|     121.65|N        |N          |          |            |  2.0200|       0.2120|      0.0000|           |             |  1.0190|        0.1000|       0.0000|            |              |   0.2910|         0.0400|        0.0000|        |         |         |        |         |         |7.8404e-08|     9.1091e-09|2.5751e-08|     4.2069e-09|1.2841e-08|     9.4200e-09|1.9146e-07|     3.3585e-07|                                                                      |                                                                      |                                                                      |                                     |DATA GAP FROM T+2 TO T+69 S.; LIMITED PRETRIGGER BACKGROUND DUE TO MIS|
|      03286|4B 941116 |08 23.8|-59 28|274.33|-12.44|       9672|1994-11-16 19:20:30.1|      69630.133|       14.40|     141.11|N        |N          |     1.574|          54|  0.9040|       0.2880|      0.0000|      1.056|          108|  0.7190|        0.1370|       0.1280|       0.782|           198|   0.1680|         0.0640|        0.7040|   1.216|    0.143|   -1.088|   2.368|    0.580|   -1.280|0.0000e+00|     1.6673e-08|5.4083e-09|     9.2340e-09|5.0701e-08|     2.3679e-08|1.3418e-06|     6.3622e-07|                                                                      |                                                                      |                                                                      |                                     |                                                                      |
|      03088|4B 940717C|06 48.8|-59 22|269.20|-23.42|       9550|1994-07-17 08:47:41.7|      31661.750|        9.02|      85.30|N        |N          |     0.006|          66|  0.6970|       0.2490|     -0.5120|      0.006|          132|  0.5350|        0.1220|      -0.5120|       1.614|           264|   0.4610|         0.0600|        0.0000|   1.984|    0.143|   -0.768|   5.184|    0.231|   -1.536|7.5643e-08|     2.2395e-08|1.1550e-07|     2.4269e-08|1.1181e-07|     6.5203e-08|9.2167e-07|     1.2842e-06|                                                                      |                                                                      |                                                                      |                                     |                                                                      |
|      00685|4B 910816B|14 44.1|-59 05|316.97|  0.68|       8484|1991-08-16 12:12:01.6|      43921.578|        4.68|     118.48|Y        |N          |     1.197|          66|  1.1430|       0.2580|      0.0000|   -999.000|         -999|  0.9560|        0.1260|       0.0000|    -999.000|          -999|   0.6730|         0.0600|        0.5760|  15.680|    1.741|   -4.160|  72.512|    2.187|  -34.880|3.5222e-07|     3.1927e-08|3.1021e-07|     2.5267e-08|1.2106e-07|     4.5884e-08|4.2096e-07|     3.2525e-07|                                                                      |                                                                      |                                                                      |                                     |                                                                      |
|      01458|4B 920302B|07 41.1|-58 55|271.12|-16.96|       8683|1992-03-02 00:14:44.1|        884.080|        2.08|     112.62|N        |N          |     0.736|          66|  0.8000|       0.2190|      1.7920|      1.159|          132|  0.5750|        0.1080|       0.3200|       1.963|           242|   0.4870|         0.0530|        0.6400|  54.336|    1.034|    4.160|  81.728|    3.350|   -0.384|4.4265e-07|     3.7801e-08|5.8177e-07|     2.8257e-08|6.8263e-07|     6.9632e-08|3.3942e-07|     3.7738e-07|DATA GAP STARTING AT T+230 S                                          |                                                                      |                                                                      |                                     |                                                                      |
|      01954|4B 920925B|08 38.9|-58 41|274.81|-10.40|       8890|1992-09-25 08:50:38.8|      31838.850|        5.05|      96.52|N        |N          |          |            |        |             |            |           |             |        |              |             |            |              |         |               |              |        |         |         |        |         |         |          |               |          |               |          |               |          |               |VERY LIMITED DATATYPES AVAILABLE.                                     |                                                                      |                                                                      |LOCATION DERIVED USING ONLY MAX RATES|VISUAL DURATION ESTIMATE OF &gt; 45 S, USING TTS DATA.                   |
|      03618|4B 950602 |02 45.8|-58 30|278.47|-52.85|       9870|1995-06-02 07:06:32.8|      25592.754|        0.92|      86.98|N        |N          |     1.166|          72|  2.6940|       0.2320|      0.5760|      1.833|          144|  2.5010|        0.1140|       0.7040|       1.844|           400|   2.3400|         0.0560|        1.4720|  50.240|    0.590|    6.976|  90.176|    3.905|    0.512|9.8989e-07|     3.3844e-08|1.9166e-06|     3.6597e-08|7.8005e-06|     1.0166e-07|7.3317e-06|     9.4628e-07|                                                                      |                                                                      |                                                                      |                                     |                                                                      |
|      00465|4B 910629B|04 37.0|-58 25|268.07|-40.28|       8436|1991-06-29 05:15:45.6|      18945.641|       26.56|      77.69|N        |N          |  -999.000|          66|  0.3150|       0.2160|      0.7680|   -999.000|          132|  0.3090|        0.1050|       0.7680|       1.027|           264|   0.2440|         0.0520|       -0.1920|   4.864|    0.802|   -1.216|  13.824|    2.572|   -2.048|8.7162e-08|     1.8716e-08|6.1648e-08|     1.4299e-08|2.3565e-07|     4.3579e-08|0.0000e+00|     2.7910e-07|                                                                      |                                                                      |                                                                      |                                     |                                                                      |
|      00543|4B 910717 |16 39.4|-58 13|329.40| -7.59|       8454|1991-07-17 04:33:04.2|      16384.170|        1.01|      99.09|Y        |N          |     8.756|          96| 11.1580|       0.5070|      1.1520|   -999.000|         -999| 10.5560|        0.2490|       1.2160|    -999.000|          -999|   9.1450|         0.1180|        1.2800|   2.176|    0.143|    0.768|   4.864|    0.202|    0.192|6.0751e-07|     1.0401e-08|1.3739e-06|     1.4362e-08|3.0237e-06|     3.2612e-08|2.7225e-06|     1.9647e-07|                                                                      |ULYSSES, PVO, GINGA, GRANAT-[WATCH,PHEBUS]                            |                                                                      |                                     |                                                                      |
|      02975|4B 940512B|22 02.2|-58 11|334.45|-47.27|       9484|1994-05-12 21:52:10.7|      78730.648|        9.18|      71.40|N        |N          |          |            |  2.4390|       0.2790|      0.1920|           |             |  1.0030|        0.1170|       0.1920|            |              |   0.2730|         0.0510|        0.2560|   0.072|    0.057|    0.093|   0.240|    0.088|   -0.035|4.6372e-09|     1.5750e-09|9.2942e-09|     1.6590e-09|5.5704e-08|     4.9627e-09|5.0062e-07|     1.1878e-07|DATA GAP DURING BURST ACCUMULATION INTERVAL.                          |                                                                      |                                                                      |                                     |                                                                      |
|      03029|4B 940616B|11 00.2|-58 11|288.68|  1.58|       9519|  1994-06-16 05:02:06|      18126.039|        6.72|      94.43|N        |N          |     1.167|          66|  0.8860|       0.2150|      0.0000|      1.652|          132|  0.7240|        0.1040|       0.1920|       2.030|           264|   0.5940|         0.0500|        0.9600|  19.968|    1.379|    3.520|  44.736|    3.201|    0.448|5.4961e-08|     1.9570e-08|1.9993e-07|     2.1031e-08|1.3251e-06|     5.8174e-08|7.3013e-06|     9.3654e-07|                                                                      |                                                                      |                                                                      |                                     |                                                                      |
|      05575|4B 960815 |17 41.3|-58 01|334.33|-14.17|      10310|1996-08-15 10:00:27.1|      36027.082|        0.98|     111.53|N        |N          |     7.447|          54|  9.5000|       0.3640|      0.3200|     11.623|          108|  8.6800|        0.1770|       0.3840|      12.662|           216|   5.7990|         0.0760|        9.4720|   8.448|    0.091|    1.600|  12.800|    0.264|    0.128|1.3204e-06|     1.9414e-08|1.2297e-06|     1.5783e-08|3.0709e-06|     4.0982e-08|5.8346e-06|     4.7041e-07|                                                                      |                                                                      |                                                                      |                                     |                                                                      |
|      02484|4B 930807 |18 18.0|-57 50|336.66|-18.49|       9206|1993-08-07 22:02:49.4|      79369.367|        1.44|     109.95|N        |N          |     1.662|          66|  1.7480|       0.2650|      2.2400|      2.879|          132|  1.5510|        0.1290|       2.3680|       4.019|           242|   1.4060|         0.0630|        2.3680|   4.480|    0.362|    1.344|  11.392|    1.370|   -0.576|3.0230e-07|     1.8561e-08|4.9721e-07|     2.0639e-08|1.7565e-06|     5.2859e-08|0.0000e+00|     3.9635e-07|                                                                      |                                                                      |                                                                      |                                     |                                                                      |
|      02146|4B 930125 |09 17.5|-57 48|277.43| -5.95|       9012|1993-01-25 20:45:40.9|      74740.930|        9.75|     124.99|N        |N          |     1.553|          71|  1.6820|       0.3230|      0.0640|      0.343|          143|  1.1170|        0.1480|       0.1920|       0.332|           286|   0.3000|         0.0640|        0.9600|   0.089|    0.032|    0.012|   0.248|    0.040|   -0.020|5.0523e-09|     1.6605e-09|6.0834e-09|     1.9797e-09|7.3025e-08|     6.5513e-09|2.8694e-07|     1.7193e-07|                                                                      |                                                                      |                                                                      |                                     |                                                                      |
|      01307|4B 920121B|17 31.4|-57 44|333.90|-12.88|       8642|1992-01-21 04:33:00.3|      16380.270|        7.18|     149.34|N        |N          |     1.086|          71|  0.8650|       0.3200|     -1.1520|      1.650|          143|  0.7100|        0.1310|       0.1280|       1.671|           286|   0.4840|         0.0630|        0.4480|        |         |         |        |         |         |6.4145e-08|     2.0684e-08|1.5101e-07|     2.0013e-08|4.7292e-07|     7.9056e-08|2.7947e-06|     8.7527e-07|DATA GAPS DURING THE EVENT                                            |ULYSSES                                                               |BACKGROUND SOURCE (VELA X-1)                                          |                                     |DATA GAPS DURING EVENT; DURATION ESTIMATE IMPOSSIBLE                  |
|      02108|4B 921228 |04 30.7|-57 43|267.43|-41.26|       8984|1992-12-28 14:19:48.7|      51588.738|        3.45|      92.54|N        |N          |          |            |        |             |            |           |             |        |              |             |            |              |         |               |              |        |         |         |        |         |         |          |               |          |               |          |               |          |               |VERY LIMITED DATATYPES AVAILABLE;EXTENSIVE DATA GAPS.                 |                                                                      |                                                                      |LOCATION DERIVED USING ONLY MAX RATES|VISUAL DURATION ESTIMATE OF &gt; 47 S, USING DISCLB DATA.                |
|      01541|4B 920406 |19 19.6|-57 41|339.23|-26.34|       8718|1992-04-06 02:44:13.5|       9853.550|        0.44|      89.77|N        |N          |    39.015|          66| 38.3150|       0.8900|     75.0080|     64.777|          132| 35.5840|        0.4320|      75.1360|     111.265|           264|  31.7370|         0.2050|       75.1360|  10.560|    0.091|   72.768|  26.240|    0.231|   67.648|5.2637e-06|     2.4246e-08|1.0673e-05|     3.5702e-08|4.2438e-05|     1.0498e-07|8.0073e-05|     9.0959e-07|                                                                      |ULYSSES, PVO, YOHKOH                                                  |TRIGGER ON PRECURSOR EMISSION;MAIN EVENT STARTS AT T+65 S.            |                                     |                                                                      |
|      03860|4B 951011 |02 43.4|-57 35|277.75|-53.73|      10001|1995-10-11 21:34:39.3|      77679.281|        0.46|      73.78|N        |N          |     2.382|          66|  4.7310|       0.2880|     20.1600|      4.104|          132|  4.4430|        0.1410|      20.2880|       5.643|           392|   3.8050|         0.0670|       20.5440|  13.184|    0.286|    9.216|  31.488|    0.389|   -1.408|9.6644e-07|     2.2313e-08|1.9634e-06|     2.6396e-08|1.1904e-05|     8.0514e-08|5.3697e-05|     9.8215e-07|                                                                      |                                                                      |                                                                      |                                     |                                                                      |
|      02953|4B 940429 |02 20.4|-57 31|281.74|-55.79|       9471|1994-04-29 00:43:53.4|       2633.430|        0.32|     128.66|N        |N          |          |            | 18.1470|       0.5810|      5.7600|           |             | 17.5020|        0.2860|       5.8880|            |              |  13.7100|         0.1280|        1.6640|  11.200|    0.091|    1.600|  16.832|    0.771|    0.384|2.8276e-06|     2.6765e-08|4.4508e-06|     3.0217e-08|1.5153e-05|     7.7901e-08|2.7030e-05|     7.6338e-07|                                                                      |ULYSSES                                                               |                                                                      |                                     |                                                                      |
|      03267|4B 941031C|02 38.6|-57 17|278.21|-54.38|       9656|1994-10-31 04:42:28.9|      16948.914|        3.49|     111.67|N        |N          |          |            |  0.6470|       0.1750|      6.9760|           |             |  0.4510|        0.0850|       5.6960|            |              |   0.3800|         0.0420|        5.7600|  18.240|    2.788|    3.328|  54.336|   11.916|   -2.288|2.2631e-07|     2.0804e-08|3.8074e-07|     2.2094e-08|1.0367e-06|     6.1706e-08|6.8047e-07|     5.8156e-07|                                                                      |                                                                      |                                                                      |                                     |DATA GAP STARTING AT T+148 S.                                         |
|      03229|4B 941009 |23 28.9|-57 15|323.14|-56.52|       9634|1994-10-09 03:35:59.4|      12959.409|        4.99|     129.82|N        |N          |          |            |  0.9670|       0.1830|     -0.6400|           |             |  0.7750|        0.0890|      -0.5120|            |              |   0.6580|         0.0440|       -0.1920|   6.080|    0.898|   -0.384|  20.736|    0.905|   -1.216|1.3348e-07|     1.9885e-08|1.8131e-07|     1.6113e-08|1.8644e-07|     3.7865e-08|4.9594e-07|     4.9452e-07|                                                                      |                                                                      |                                                                      |                                     |DATA GAP STARTING AT T + 54 S.                                        |
|      03890|4B 951102C|22 29.9|-57 13|332.74|-50.92|      10023|1995-11-02 00:31:50.5|       1910.450|        3.10|     101.67|N        |N          |     1.062|          71|  1.4300|       0.2300|      2.2400|      1.594|          143|  1.0540|        0.1100|       4.7360|       1.822|           286|   0.7770|         0.0540|        3.0080|   5.184|    0.181|    0.064|  12.224|    0.320|   -1.856|2.1632e-07|     1.6613e-08|3.3638e-07|     1.5969e-08|5.0579e-07|     4.3209e-08|2.5865e-07|     3.7551e-07|                                                                      |                                                                      |                                                                      |                                     |LIMITED PRETRIGGER BACKGROUND DUE TO MISSING DATA FROM T-52 S; TO T-12|
|      00516|4B 910712 |20 14.5|-57 05|340.54|-33.66|       8449|1991-07-12 08:15:45.7|      29745.711|        3.30|      72.58|N        |N          |     1.150|          66|  0.9350|       0.2210|      0.0000|      2.025|          172|  0.7750|        0.1110|       0.3840|       3.625|           264|   0.6960|         0.0540|        0.8960|   3.520|    0.345|   -0.128|  12.672|    3.117|   -3.520|3.5412e-07|     1.5128e-08|3.1985e-07|     1.6734e-08|3.0207e-07|     3.1988e-08|1.7449e-07|     4.1221e-07|                                                                      |                                                                      |SOLAR FLARE AT T+100 S                                                |                                     |                                                                      |
